19,NUEVO LEÓN,1,Abasolo,ALBERTO VILLARREAL
19,NUEVO LEÓN,1,Abasolo,CENTRO DE ABASOLO
19,NUEVO LEÓN,1,Abasolo,LINDA VISTA
19,NUEVO LEÓN,1,Abasolo,LOS PINOS
19,NUEVO LEÓN,1,Abasolo,MIRADOR
19,NUEVO LEÓN,1,Abasolo,VOLUNTAD Y TRABAJO
19,NUEVO LEÓN,2,Agualeguas,CENTRO DE AGUALEGUAS
19,NUEVO LEÓN,2,Agualeguas,DEL NORTE
19,NUEVO LEÓN,2,Agualeguas,JARDIN
19,NUEVO LEÓN,2,Agualeguas,LA ESCONDIDA
19,NUEVO LEÓN,2,Agualeguas,LAGUNILLAS
19,NUEVO LEÓN,2,Agualeguas,LOS GARZA
19,NUEVO LEÓN,2,Agualeguas,LOS NOGALES
19,NUEVO LEÓN,2,Agualeguas,MIRA SIERRA
19,NUEVO LEÓN,2,Agualeguas,NUEVO
19,NUEVO LEÓN,2,Agualeguas,OLIVA OLVERA
19,NUEVO LEÓN,2,Agualeguas,PROF JESUS M LOZANO TREVIÑO
19,NUEVO LEÓN,2,Agualeguas,RAUL MOLINA POMPA
19,NUEVO LEÓN,3,Los Aldamas,BUENA VISTA
19,NUEVO LEÓN,3,Los Aldamas,CENTRO DE LOS ALDAMAS
19,NUEVO LEÓN,3,Los Aldamas,ESTACION ALDAMAS (BARRIO EL TASAJILLO)
19,NUEVO LEÓN,3,Los Aldamas,LA PALMITA
19,NUEVO LEÓN,3,Los Aldamas,LOS ALDAMAS
19,NUEVO LEÓN,3,Los Aldamas,SAN PEDRO
19,NUEVO LEÓN,3,Los Aldamas,SANTA FE
19,NUEVO LEÓN,4,Allende,ALFONSO MARTINEZ DOMINGUEZ
19,NUEVO LEÓN,4,Allende,ARCANGELES
19,NUEVO LEÓN,4,Allende,ATONGO DE ABAJO (ATONGO DE ALLENDE)
19,NUEVO LEÓN,4,Allende,ATONGO DE ARRIBA
19,NUEVO LEÓN,4,Allende,BAUDILIO SILVA Y SILVA
19,NUEVO LEÓN,4,Allende,BENITO JUAREZ
19,NUEVO LEÓN,4,Allende,BERNARDO FLORES
19,NUEVO LEÓN,4,Allende,BUENA VISTA
19,NUEVO LEÓN,4,Allende,CENTRO DE ALLENDE
19,NUEVO LEÓN,4,Allende,COLINAS DE ALLENDE
19,NUEVO LEÓN,4,Allende,DIEGO LOPEZ
19,NUEVO LEÓN,4,Allende,EL CERRITO
19,NUEVO LEÓN,4,Allende,EL PASO HONDO
19,NUEVO LEÓN,4,Allende,EL PORVENIR
19,NUEVO LEÓN,4,Allende,EL VERGEL
19,NUEVO LEÓN,4,Allende,FLORINES
19,NUEVO LEÓN,4,Allende,FRACC CERRADAS DE BUENA VISTA
19,NUEVO LEÓN,4,Allende,FRACC PRIVADA LOS ALAMOS
19,NUEVO LEÓN,4,Allende,FRACC PROGRESO
19,NUEVO LEÓN,4,Allende,IGNACIO ZARAGOZA
19,NUEVO LEÓN,4,Allende,INDEPENDENCIA  PUERTO
19,NUEVO LEÓN,4,Allende,JAUREGUI
19,NUEVO LEÓN,4,Allende,LA COLMENA DE ABAJO
19,NUEVO LEÓN,4,Allende,LA COLMENA DE ARRIBA
19,NUEVO LEÓN,4,Allende,LAS BOQUILLAS (LA BOQUILLA)
19,NUEVO LEÓN,4,Allende,LAS BUGAMBILAS
19,NUEVO LEÓN,4,Allende,LAS RAICES
19,NUEVO LEÓN,4,Allende,LAZARILLOS DE ABAJO
19,NUEVO LEÓN,4,Allende,LAZARILLOS DE ARRIBA
19,NUEVO LEÓN,4,Allende,LIC EDUARDO A ELIZONDO
19,NUEVO LEÓN,4,Allende,LOMA PRIETA
19,NUEVO LEÓN,4,Allende,LOS ALAMOS
19,NUEVO LEÓN,4,Allende,LOS GUZMAN
19,NUEVO LEÓN,4,Allende,LOS LEAL
19,NUEVO LEÓN,4,Allende,LOS MAESTROS
19,NUEVO LEÓN,4,Allende,LOS PERALES
19,NUEVO LEÓN,4,Allende,LOS SABINOS (SABINOS DE ABAJO)
19,NUEVO LEÓN,4,Allende,LUIS DONALDO COLOSIO
19,NUEVO LEÓN,4,Allende,NUEVO REPUEBLO
19,NUEVO LEÓN,4,Allende,PARQUE INDUSTRIAL EL MAGUEY
19,NUEVO LEÓN,4,Allende,PIEDRAS BLANCAS
19,NUEVO LEÓN,4,Allende,POPULAR
19,NUEVO LEÓN,4,Allende,POPULAR
19,NUEVO LEÓN,4,Allende,PRIV REAL DE SAN ANTONIO
19,NUEVO LEÓN,4,Allende,RAUL CABALLERO
19,NUEVO LEÓN,4,Allende,RDCIAL LOS ENCINOS
19,NUEVO LEÓN,4,Allende,RESIDENCIAL LA MOLIENDA
19,NUEVO LEÓN,4,Allende,RINCON DEL VERGEL
19,NUEVO LEÓN,4,Allende,SAN ANTONIO (HACIENDA DE SAN ANTONIO)
19,NUEVO LEÓN,4,Allende,SECCION BENITO JUAREZ
19,NUEVO LEÓN,4,Allende,SIN NOMBRE
19,NUEVO LEÓN,4,Allende,SOCRATES RIZZO (VALLES DE LOS DURAZNOS)
19,NUEVO LEÓN,4,Allende,STA ENGRACIA
19,NUEVO LEÓN,4,Allende,TERREROS
19,NUEVO LEÓN,4,Allende,VALLE DE LOS ALAMOS
19,NUEVO LEÓN,4,Allende,VALLE DE LOS NARANJOS
19,NUEVO LEÓN,4,Allende,VALLE DORADO
19,NUEVO LEÓN,4,Allende,VALLE REAL
19,NUEVO LEÓN,4,Allende,VERDINI
19,NUEVO LEÓN,4,Allende,VILLA ANTIGUA
19,NUEVO LEÓN,4,Allende,VISTA DE ALLENDE
19,NUEVO LEÓN,4,Allende,ZAPATA
19,NUEVO LEÓN,5,Anahuac,AMPLIACION  OBRERA
19,NUEVO LEÓN,5,Anahuac,ANAHUAC
19,NUEVO LEÓN,5,Anahuac,CARLOS SALINAS DE GORTARI
19,NUEVO LEÓN,5,Anahuac,CENTRO DE ANAHUAC
19,NUEVO LEÓN,5,Anahuac,CENTRO DE FACILIDADES PARA EL COMERCIO INTERNACIONAL
19,NUEVO LEÓN,5,Anahuac,CHAPULTEPEC
19,NUEVO LEÓN,5,Anahuac,COLOMBIA
19,NUEVO LEÓN,5,Anahuac,COMUNIDAD LAZARO CARDENAS
19,NUEVO LEÓN,5,Anahuac,DEL NORTE
19,NUEVO LEÓN,5,Anahuac,DON MARTIN
19,NUEVO LEÓN,5,Anahuac,HOSPITAL
19,NUEVO LEÓN,5,Anahuac,INDEPENDENCIA
19,NUEVO LEÓN,5,Anahuac,LA GRANJA AGRICOLA
19,NUEVO LEÓN,5,Anahuac,LAZARO CARDENAS
19,NUEVO LEÓN,5,Anahuac,LOMAS DE ANAHUAC
19,NUEVO LEÓN,5,Anahuac,LOMAS DE ANAHUAC 3ER SECTOR
19,NUEVO LEÓN,5,Anahuac,MIGUEL VILLARREAL
19,NUEVO LEÓN,5,Anahuac,NUEVO ANAHUAC (EL CAMARON)(EL PORVENIR)(EL CRUCERO)
19,NUEVO LEÓN,5,Anahuac,NUEVO RODRIGUEZ
19,NUEVO LEÓN,5,Anahuac,OBRERA
19,NUEVO LEÓN,5,Anahuac,PROGRESO
19,NUEVO LEÓN,5,Anahuac,RAUL CABALLERO ESCAMILLA
19,NUEVO LEÓN,5,Anahuac,REVOLUCION
19,NUEVO LEÓN,5,Anahuac,RODRIGUEZ
19,NUEVO LEÓN,6,Apodaca,ACANTO RESIDENCIAL SECTOR ENCINO
19,NUEVO LEÓN,6,Apodaca,ACANTO RESIDENCIAL SECTOR FRESNO
19,NUEVO LEÓN,6,Apodaca,ACANTO RESIDENCIAL SECTOR NOGAL
19,NUEVO LEÓN,6,Apodaca,AEROPUERTO
19,NUEVO LEÓN,6,Apodaca,AEROPUERTO INTERNACIONAL DEL NORTE
19,NUEVO LEÓN,6,Apodaca,AEROPUERTO INTERNACIONAL MONTERREY
19,NUEVO LEÓN,6,Apodaca,AGUA FRIA
19,NUEVO LEÓN,6,Apodaca,ALAMOS DEL PARQUE
19,NUEVO LEÓN,6,Apodaca,ALBERTA ESCAMILLA
19,NUEVO LEÓN,6,Apodaca,ALMACENTRO
19,NUEVO LEÓN,6,Apodaca,ALTABRISA
19,NUEVO LEÓN,6,Apodaca,ALTABRISA PREMIER
19,NUEVO LEÓN,6,Apodaca,ALTAMURA RESIDENCIAL PRIVADA ORIENTE
19,NUEVO LEÓN,6,Apodaca,ALTAMURA RESIDENCIAL PRIVADA PONIENTE
19,NUEVO LEÓN,6,Apodaca,ALTARIA RESIDENCIAL CERRADA CASTILLA
19,NUEVO LEÓN,6,Apodaca,ALTARIA RESIDENCIAL CERRADA LISBOA
19,NUEVO LEÓN,6,Apodaca,ALTARIA RESIDENCIAL CERRADA NAPOLES
19,NUEVO LEÓN,6,Apodaca,ALTARIA RESIDENCIAL CERRADA PIRINEOS
19,NUEVO LEÓN,6,Apodaca,ALTARIA RESIDENCIAL SECTOR GALICIA
19,NUEVO LEÓN,6,Apodaca,ALVENTO
19,NUEVO LEÓN,6,Apodaca,AMB-AGUA FRIA
19,NUEVO LEÓN,6,Apodaca,AMBERES RESIDENCIAL
19,NUEVO LEÓN,6,Apodaca,AMERICAN INDUSTRIES
19,NUEVO LEÓN,6,Apodaca,ANDALUCIA 1ER SECTOR
19,NUEVO LEÓN,6,Apodaca,ANDALUCIA 2DO SECTOR
19,NUEVO LEÓN,6,Apodaca,ANDANA RESIDENCIAL
19,NUEVO LEÓN,6,Apodaca,ANTIGUA SANTA ROSA
19,NUEVO LEÓN,6,Apodaca,ANZURES
19,NUEVO LEÓN,6,Apodaca,APODACA
19,NUEVO LEÓN,6,Apodaca,APODACA
19,NUEVO LEÓN,6,Apodaca,APODACA
19,NUEVO LEÓN,6,Apodaca,APODACA
19,NUEVO LEÓN,6,Apodaca,APODACA
19,NUEVO LEÓN,6,Apodaca,APODACA
19,NUEVO LEÓN,6,Apodaca,APODACA
19,NUEVO LEÓN,6,Apodaca,APODACA 1ER SECTOR
19,NUEVO LEÓN,6,Apodaca,APODACA 2DO SECTOR
19,NUEVO LEÓN,6,Apodaca,APODACA ASTEC
19,NUEVO LEÓN,6,Apodaca,APODACA SECTOR DUBLIN
19,NUEVO LEÓN,6,Apodaca,ARA CRYSTAL LAGOONS
19,NUEVO LEÓN,6,Apodaca,ARBADO SECTOR CASTAÑARES
19,NUEVO LEÓN,6,Apodaca,ARBADO SECTOR COLOMOS
19,NUEVO LEÓN,6,Apodaca,ARBADO SECTOR PRIMAVERA
19,NUEVO LEÓN,6,Apodaca,ARBOLADA
19,NUEVO LEÓN,6,Apodaca,ARBOLEDAS DE SANTA ROSA
19,NUEVO LEÓN,6,Apodaca,ARBOLEDAS DE SANTA ROSA 3ER SECTOR ORIENTE
19,NUEVO LEÓN,6,Apodaca,ARBOLEDAS DE SANTA ROSA 3ER SECTOR PONIENTE
19,NUEVO LEÓN,6,Apodaca,ARBOLEDAS DE SANTA ROSA 4TO SECTOR ORIENTE
19,NUEVO LEÓN,6,Apodaca,ARBOLEDAS DE SANTA ROSA 4TO SECTOR PONIENTE
19,NUEVO LEÓN,6,Apodaca,ARBOLEDAS DE SANTA ROSA 5 SECTOR ORIENTE
19,NUEVO LEÓN,6,Apodaca,ARBOLEDAS DE SANTA ROSA 5 SECTOR PONIENTE
19,NUEVO LEÓN,6,Apodaca,ARBOLEDAS DEL MEZQUITAL
19,NUEVO LEÓN,6,Apodaca,ARBOLEDAS DEL VIRREY
19,NUEVO LEÓN,6,Apodaca,ARIA RESIDENCIAL
19,NUEVO LEÓN,6,Apodaca,ARTEMIO TREVIÑO
19,NUEVO LEÓN,6,Apodaca,ASTURIAS RESIDENCIAL
